name|type|low|high|elementary_school|middle_school|high_school
Oak Hill|Ct|28600|28699|Northlake Hills|Castaic MS|Castaic HS
Oak Leaf|Ct|25703|25783|Oak Hills|Rancho Pico JH|West Ranch HS
Oak Meadow|Dr|25532|25839|Oak Hills|Rancho Pico JH|West Ranch HS
Oak Orchard|Rd|21100|22299|Newhall|Placerita JH|Hart HS
Oak Plain|Dr|26343|26394|Valley View|La Mesa JH|Golden Valley HS
Oak Plaza|Ct|19313|19349|Valley View|La Mesa JH|Golden Valley HS
Oak Pluma|Ct|26700|26749|Valley View|La Mesa JH|Golden Valley HS
Oak Ridge|Dr|22800|25328|Newhall|Placerita JH|Hart HS
Oak Savannah|Ct|25501|25577|Oak Hills|Rancho Pico JH|West Ranch HS
Oak Spring Cyn|Rd|27500|28799|Sulphur Springs|Sierra Vista JH|Canyon HS
Oak Spring Cyn|Rd|28800|29099|Pinetree|Sierra Vista JH|Canyon HS
Oak Ter|Pl|26501|26658|Oak Hills|Rancho Pico JH|West Ranch HS
Oak Vale|Dr|24000|24239|Old Orchard|Placerita JH|Hart HS
Oak Valley|Rd|28400|28672|Northlake Hills|Castaic MS|Castaic HS
Oak View|Ct|28800|28827|Northlake Hills|Castaic MS|Castaic HS
Oak View|Ln|23800|23812|Mc Grath|La Mesa JH|Golden Valley HS
Oakbar|Ct|25600|25613|Valley View|La Mesa JH|Golden Valley HS
Oakbridge|Ln|23100|23199|Peachland|Placerita JH|Hart HS
Oakbrook|Ct|25858|25858|Oak Hills|Rancho Pico JH|West Ranch HS
Oakcreek|Av|24600|24799|Newhall|Placerita JH|Hart HS
Oakdale Cyn|Ln|26300|26599|Golden Oak|La Mesa JH|Golden Valley HS
Oakflat|Ct|26112|26126|Valley View|La Mesa JH|Golden Valley HS
Oakforest|Ln|21301|21310|Mc Grath|La Mesa JH|Golden Valley HS
Oakgale|Av|27000|27226|Rio Vista|La Mesa JH|Golden Valley HS
Oakgale|Av|27902|27952|Skyblue Mesa|Sierra Vista JH|Canyon HS
Oakhorn|Av|31550|31550|Northlake Hills|Castaic MS|Castaic HS
Oakhurst|Dr|23700|23844|Mc Grath|La Mesa JH|Golden Valley HS
Oakland|Ct|23950|23999|Valencia Valley|Placerita JH|Hart HS
Oaklar|Dr|28000|28230|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Oakleaf Cyn|Dr|21000|21214|Mc Grath|La Mesa JH|Golden Valley HS
Oakmall|Ln|26400|26499|Valley View|La Mesa JH|Golden Valley HS
Oakmont|Dr|18301|18355|Valley View|La Mesa JH|Golden Valley HS
Oakmoor|St|18500|27947|Leona Cox|Sierra Vista JH|Canyon HS
Oakridge|Rd|25005|25046|Pico Cyn|Rancho Pico JH|West Ranch HS
Oakriver|Ln|21000|21306|Mc Grath|La Mesa JH|Golden Valley HS
Oakrun|Ln|23300|23499|Peachland|Placerita JH|Hart HS
Oakside|Ct|20050|20064|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Oakspur|Dr|26300|26399|Valley View|La Mesa JH|Golden Valley HS
Oaktree|Pl|27320|27352|Bridgeport|Rio Norte JH|Valencia HS
Oakview Estates|Dr|25319|25397|Oak Hills|Rancho Pico JH|West Ranch HS
Oakwell|Rd|16200|16499|Sulphur Springs|Sierra Vista JH|Canyon HS
Oakwood|Av|30200|30251|Live Oak|Castaic MS|Castaic HS
Oceana|Ct|18501|18515|Leona Cox|Sierra Vista JH|Canyon HS
Odl Creek|Wy|24905|24922|Pico Cyn|Rancho Pico JH|West Ranch HS
Old Adobe|Ln|28905|29059|Tesoro Del Valle|Rio Norte JH|Valencia HS
Old Coach|Ct|28504|28542|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Old Course|Wy|25500|25599|Meadows|Placerita JH|Hart HS
Old Friend|Rd|19301|19457|Skyblue Mesa|Sierra Vista JH|Canyon HS
Old Rock|Rd|0|0|Oak Hills|Rancho Pico JH|West Ranch HS
Old Spanish|Trl|28400|28599|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Old Stone|Wy|24950|24999|Pico Cyn|Rancho Pico JH|West Ranch HS
Oleander|Ct|15200|15261|Pinetree|Sierra Vista JH|Canyon HS
Oliva|Ct|21801|21873|Rosedell|Arroyo Seco JH|Saugus HS
Olivas Pk|Rd|25751|25851|Meadows|Placerita JH|Hart HS
Olive|Av|31900|31963|Northlake Hills|Castaic MS|Castaic HS
Olive Mill|Ct|27580|27639|Bridgeport|Rio Norte JH|Valencia HS
Oliver|Wy|25001|25069|Pico Cyn|Rancho Pico JH|West Ranch HS
Olympian|Ct|18500|18599|Leona Cox|Sierra Vista JH|Canyon HS
Olympic|St|30300|30499|Castaic Elem|Castaic MS|Castaic HS
Olympic Crest|Dr|19100|19129|Skyblue Mesa|Sierra Vista JH|Canyon HS
Onlee|Av|27364|27467|Highlands|Arroyo Seco JH|Saugus HS
Onyx|Ln|27500|27635|Northlake Hills|Castaic MS|Castaic HS
Opal|Ln|19300|19571|Plum Cyn|Arroyo Seco JH|Saugus HS
Open Crest|Dr|27506|27648|Highlands|Arroyo Seco JH|Saugus HS
Orchard|St|0|0|Live Oak|Castaic MS|Castaic HS
Orchard Village - All Num|Rd|25400|25699|Meadows|Placerita JH|Hart HS
Orchard Village - Even Nu|Rd|24800|25374|Newhall|Placerita JH|Hart HS
Orchard Village - Even Nu|Rd|25376|25398|Meadows|Placerita JH|Hart HS
Orchard Village - Odd Num|Rd|24801|25399|Old Orchard|Placerita JH|Hart HS
Orchid Cove|Dr|29900|29951|Pinetree|Sierra Vista JH|Canyon HS
Ordco|St|0|0|Emblem|La Mesa JH|Golden Valley HS
Oregano|Cr|27911|27963|Rosedell|Arroyo Seco JH|Saugus HS
Oriole|Ct|17900|17924|Golden Oak|La Mesa JH|Golden Valley HS
Orion|Ln|27700|27713|Leona Cox|Sierra Vista JH|Canyon HS
Orion|Ln|29200|29279|Santa Clarita|Rio Norte JH|Valencia HS
Oro Fino Motor|Wy|21500|21599|Newhall|Placerita JH|Hart HS
Orrente|Ln|0|0|Rio Norte JH|Valencia HS|Orsini
Av||27478|27541|Canyon Springs|La Mesa JH|Golden Valley HS
Osage Ridge|Rd|23000|23220|Santa Clarita|Arroyo Seco JH|Saugus HS
Owen|Ct|0|0|Plum Cyn|Arroyo Seco JH|Saugus HS
Owl|Ct|18300|18325|Golden Oak|La Mesa JH|Golden Valley HS
Oxford|Ln|22200|22649|Newhall|Placerita JH|Hart HS
Pacifica|Ct|28900|28926|Mountain View|Rio Norte JH|Valencia HS
Pacoima Cyn Truck|Trl|0|0|Sulphur Springs|Sierra Vista JH|Canyon HS
Pacy|St|25300|25915|Sulphur Springs|Sierra Vista JH|Canyon HS
Pad|Ct|18620|18684|Golden Oak|La Mesa JH|Golden Valley HS
Paige|Pl|19700|19749|Plum Cyn|Arroyo Seco JH|Saugus HS
Paine|Cr|22500|25551|Pico Cyn|Rancho Pico JH|West Ranch HS
Paine||0|0|Live Oak|Castaic MS|Castaic HS
Pajarito|Ct|25740|25753|Valencia Valley|Placerita JH|Hart HS
Palacete|Dr|26800|26931|Santa Clarita|Arroyo Seco JH|Saugus HS
Palermo|Wy|24600|24650|Meadows|Placerita JH|Hart HS
Palm|Ct|22600|22651|Mountain View|Rio Norte JH|Valencia HS
Palma Alta|Dr|25500|25665|Valencia Valley|Placerita JH|Hart HS
Palmetto Ridge|Rd|27801|27991|Foster|Arroyo Seco JH|Saugus HS
Palo Solo Motor|Wy|0|0|Pico Cyn|Rancho Pico JH|West Ranch HS
Palo Verde|Dr|24200|24299|Tesoro Del Valle|Rio Norte JH|Valencia HS
Palo Verde|Pl|27300|27399|Valley View|La Mesa JH|Golden Valley HS
Palomino|Pl|16274|16499|Mint Cyn|Sierra Vista JH|Canyon HS
Palomino|Wy|22200|22229|Newhall|Placerita JH|Hart HS
Palomita|Dr|25900|26049|Valencia Valley|Placerita JH|Hart HS
Pam|Ct|20602|20612|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Pamela|Dr|25731|26827|Rio Vista|La Mesa JH|Golden Valley HS
Pamplico|Dr|22000|22321|Highlands|Arroyo Seco JH|Saugus HS
Pamplico|Dr|22400|22699|Foster|Arroyo Seco JH|Saugus HS
Pamplico|Dr|22800|27599|Santa Clarita|Arroyo Seco JH|Saugus HS
Pandy|Ct|19802|19859|Rio Vista|La Mesa JH|Golden Valley HS
Panorama|Ct|0|0|West Creek|Rio Norte JH|Valencia HS
Pansy|Ct|30500|30514|Castaic Elem|Castaic MS|Castaic HS
Pantina||0|0|West Creek|Rio Norte JH|Valencia HS
Paolino|Pl|26100|26231|Meadows|Placerita JH|Hart HS
Papazian|Ct|19573|19582|Valley View|La Mesa JH|Golden Valley HS
Parada|Dr|25750|25851|Meadows|Placerita JH|Hart HS
Paradise|Rd|28868|29050|Live Oak|Castaic MS|Castaic HS
Paradise Ranch|Rd|36200|36200|Northlake Hills|Castaic MS|Castaic HS
Paragon|Dr|22300|22749|Foster|Arroyo Seco JH|Saugus HS
Paragon|Dr|28300|28399|Mountain View|Rio Norte JH|Valencia HS
Paraguay|Dr|22000|22589|Emblem|Arroyo Seco JH|Saugus HS
Parasol|Pl|25001|25030|Pico Cyn|Rancho Pico JH|West Ranch HS
Parchman|Av|24800|25119|Peachland|Placerita JH|Hart HS
Paris|Ln|0|0|Peachland|Placerita JH|Hart HS
Park|Ln|24012|24037|Bridgeport|Rio Norte JH|Valencia HS
Park|St|22200|22399|Old Orchard|Placerita JH|Hart HS
Park Meadow|Dr|27901|27952|Mitchell|Sierra Vista JH|Canyon HS
Park View|Rd|26000|26299|Valencia Valley|Placerita JH|Hart HS
Park Vista|Dr|30400|30601|Castaic Elem|Castaic MS|Castaic HS
Park Woodland|Pl|28700|28841|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Parker|Av|28900|28999|Live Oak|Castaic MS|Castaic HS
Parker|Rd|27701|28325|Northlake Hills|Castaic MS|Castaic HS
Parkglen|Pl|29601|29645|Sulphur Springs|Sierra Vista JH|Canyon HS
Parklane|Wy|27301|27391|Helmers|Rio Norte JH|Valencia HS
Parkridge|Ln|28004|28061|Mitchell|Sierra Vista JH|Canyon HS
Parkvale|Dr|27800|27835|Rosedell|Arroyo Seco JH|Saugus HS
Parkview|Dr|23000|23049|Peachland|Placerita JH|Hart HS
Parkwood|Ln|25400|25440|Newhall|Placerita JH|Hart HS
Parma|Ct|25850|25890|Meadows|Placerita JH|Hart HS
Partridge|Dr|26400|26540|Golden Oak|La Mesa JH|Golden Valley HS
Parvin|Dr|21500|22099|Newhall|Placerita JH|Hart HS
Pasala|Ct|24000|24023|Valencia Valley|Placerita JH|Hart HS
Paseo Bonito||31720|31776|Northlake Hills|Castaic MS|Castaic HS
Paseo De Castaic||31750|31756|Northlake Hills|Castaic MS|Castaic HS
Paseo Del Caliente||31770|31783|Northlake Hills|Castaic MS|Castaic HS
Paseo Del Rancho|Dr|0|0|Northlake Hills|Rio Norte JH|Valencia HS
Paseo Feliz||31758|31769|Northlake Hills|Castaic MS|Castaic HS
Paseo Lauro|Ct|25650|25690|Valencia Valley|Placerita JH|Hart HS
Paseo Terraza||22500|26879|Santa Clarita|Arroyo Seco JH|Saugus HS
Pashley|St|15906|15940|Sulphur Springs|Sierra Vista JH|Canyon HS
Patricia|Pl|20100|20159|Plum Cyn|Arroyo Seco JH|Saugus HS
Patricia Hill|Dr|28343|28383|Mitchell|Sierra Vista JH|Canyon HS
Pauline|Ct|17604|17621|Mitchell|La Mesa JH|Golden Valley HS
Peach|Ct|22700|22723|Mountain View|Rio Norte JH|Valencia HS
Peach|Rd|0|0|Peachland|Placerita JH|Hart HS
Peach Mtn|Wy|0|0|Peachland|Placerita JH|Hart HS
Peachland|Av|24502|25301|Peachland|Placerita JH|Hart HS
Peacock|Pl|26300|26359|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Peajay|Wy|26702|26736|Rio Vista|La Mesa JH|Golden Valley HS
Pear|Ct|22702|22736|Mountain View|Rio Norte JH|Valencia HS
Pearson|Ct|22550|22562|Foster|Arroyo Seco JH|Saugus HS
Peary|Dr|24400|24430|Meadows|Placerita JH|Hart HS
Pebble Beach|Dr|26950|27032|Oak Hills|Rancho Pico JH|West Ranch HS
Pebble Ridge|Pl|26900|26999|Oak Hills|Rancho Pico JH|West Ranch HS
Pecan|Pl|22500|22599|Mountain View|Rio Norte JH|Valencia HS
Pecos|Ct|27600|27699|Live Oak|Castaic MS|Castaic HS
Peerless Bluff|Ct|19010|19021|Skyblue Mesa|Sierra Vista JH|Canyon HS
Peggy Joyce|Ln|21401|21473|Rosedell|Arroyo Seco JH|Saugus HS
Pelham|Pl|23200|23369|Helmers|Rio Norte JH|Valencia HS
Pelton|St|36000|36999|Northpark|Rio Norte JH|Valencia HS
Pembrook|Pl|25500|25599|Newhall|Placerita JH|Hart HS
Pena|Rd|0|0|Live Oak|Castaic MS|Castaic HS
Penlon|Rd|19600|19799|Rio Vista|La Mesa JH|Golden Valley HS
Penn||0|0|Live Oak|Castaic MS|Castaic HS
Penrose|Ln|30000|30888|Live Oak|Castaic MS|Castaic HS
Penstock|Dr|0|0|Northpark|Rio Norte JH|Valencia HS
Penwood|Wy|0|0|Helmers|Rio Norte JH|Valencia HS
Pepper|Pl|28800|28899|Mountain View|Rio Norte JH|Valencia HS
Peppercorn|Dr|21802|21977|Rosedell|Arroyo Seco JH|Saugus HS
Pepperidge|Dr|24500|24699|Newhall|Placerita JH|Hart HS
Peppermint|Ln|24339|24369|Mc Grath|La Mesa JH|Golden Valley HS
Peppertree|Dr|26800|26939|Oak Hills|Rancho Pico JH|West Ranch HS
Peridot|Wy|24601|27635|Northlake Hills|Castaic MS|Castaic HS
Periwinkle|Ln|27920|29982|Bridgeport|Rio Norte JH|Valencia HS
Perlman|Pl|25700|25789|Pico Cyn|Rancho Pico JH|West Ranch HS
Persimmon|Ln|28700|28798|Mountain View|Rio Norte JH|Valencia HS
Petrel|Ct|17954|17964|Fair Oaks|La Mesa JH|Golden Valley HS
Phantom|Trl|28800|28859|Mountain View|Rio Norte JH|Valencia HS
Pheasant|Ct|26400|26449|Valencia Valley|Placerita JH|Hart HS
Philbrook|Av|23900|23949|Helmers|Rio Norte JH|Valencia HS
Phosphorous|Rd|0|0|Newhall|Placerita JH|Hart HS
Photoflash|Rd|0|0|Emblem|La Mesa JH|Golden Valley HS
Piazza Di Sarro||26320|26369|Rio Vista|La Mesa JH|Golden Valley HS
Picadilly|Pl|28200|28279|Live Oak|Castaic MS|Castaic HS
Pickford|Pl|29601|29618|Live Oak|Castaic MS|Castaic HS
Pico Cyn - All Numbers|Rd|24800|27001|Pico Cyn|Rancho Pico JH|West Ranch HS
Pico Cyn - Even Numbers|Rd|24700|24798|Wiley Cyn|Rancho Pico JH|West Ranch HS
Pico Cyn - Even Numbers|Rd|27002|27498|Pico Cyn|Rancho Pico JH|West Ranch HS
Pico Cyn - Odd Numbers|Rd|24701|24799|Pico Cyn|Rancho Pico JH|West Ranch HS
Pico Cyn - Odd Numbers|Rd|27003|27499|Oak Hills|Rancho Pico JH|West Ranch HS
Piedros|Dr|26700|26749|Emblem|Arroyo Seco JH|Saugus HS
Pierpont|Ct|27000|27014|Bridgeport|Rio Norte JH|Valencia HS
Pietro|Dr|28685|28691|West Creek|Rio Norte JH|Valencia HS
Pike|Ln|23348|23366|Bridgeport|Rio Norte JH|Valencia HS
Pilgrim|Ct|29255|29278|Tesoro Del Valle|Rio Norte JH|Valencia HS
Pin|Ct|20300|20351|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Pine|St|23300|23999|Mc Grath|La Mesa JH|Golden Valley HS
Pine|St|24050|24129|Old Orchard|Placerita JH|Hart HS
PIne|St|24130|24299|Peachland|Placerita JH|Hart HS
Pine|St|24600|24699|Newhall|Placerita JH|Hart HS
Pine Cliff|Pl|26801|26855|Oak Hills|Rancho Pico JH|West Ranch HS
Pine Cove|Cr|27700|27759|Foster|Arroyo Seco JH|Saugus HS
Pine Crest|Pl|27800|27867|Northlake Hills|Castaic MS|Castaic HS
Pine Hills|Av|27101|27209|Rio Vista|La Mesa JH|Golden Valley HS
Pine Hills|Av|27700|27751|Skyblue Mesa|Sierra Vista JH|Canyon HS
Pine Hollow|Ct|26800|26865|Oak Hills|Rancho Pico JH|West Ranch HS
Pine Oak|Pl|0|0|Oak Hills|Rancho Pico JH|West Ranch HS
Pine Valley|Dr|27101|27103|Oak Hills|Rancho Pico JH|West Ranch HS
Pinebank|Dr|27900|27941|Rosedell|Arroyo Seco JH|Saugus HS
Pinecone|Pl|29800|29849|Live Oak|Castaic MS|Castaic HS
Pinedale|Pl|31000|31099|Live Oak|Castaic MS|Castaic HS
Pinehurst|Dr|26831|26913|Bridgeport|Rancho Pico JH|West Ranch HS
Pineview|Rd|16200|16347|Sulphur Springs|Sierra Vista JH|Canyon HS
Pinewood|Ct|28400|28445|Mountain View|Rio Norte JH|Valencia HS
Pink Pansy|Ct|30200|30221|Pinetree|Sierra Vista JH|Canyon HS
Pinksand|Rd|24800|24899|Newhall|Placerita JH|Hart HS
Pinnacle|Ct|14350|14399|Sulphur Springs|Sierra Vista JH|Canyon HS
Pinto|Pl|0|0|Northlake Hills|Castaic MS|Castaic HS
Pioneer Hill|Ct|28000|28005|Skyblue Mesa|Sierra Vista JH|Canyon HS
Pipit|Ct|26520|26534|Rio Vista|La Mesa JH|Golden Valley HS
Piute|Ct|23100|23199|Northpark|Rio Norte JH|Valencia HS
Placerita Cyn - All Nums|Rd|16000|16999|Sulphur Springs|Sierra Vista JH|Canyon HS
Placerita Cyn - All Nums|Rd|17000|17599|Golden Oak|La Mesa JH|Golden Valley HS
Placerita Cyn - All Nums|Rd|20600|21119|Newhall|Placerita JH|Hart HS
Placerita Cyn - All Nums|Rd|21300|22299|Newhall|Placerita JH|Hart HS
Placerita Cyn - Even Nums|Rd|19800|20598|Mc Grath|La Mesa JH|Golden Valley HS
Placerita Cyn - Even Nums|Rd|21200|21298|Mc Grath|Placerita JH|Hart HS
Placerita Cyn - Odd Nums|Rd|19801|20599|Golden Oak|La Mesa JH|Golden Valley HS
Placerita Cyn - Odd Nums|Rd|21201|21299|Newhall|La Mesa JH|Golden Valley HS
Placerita Mtn|Wy|0|0|Golden Oak|La Mesa JH|Golden Valley HS
Placeritos|Blvd|21000|22199|Newhall|Placerita JH|Hart HS
Placerview|Trl|28600|28734|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Plane Tree|Ln|21400|21449|Mc Grath|La Mesa JH|Golden Valley HS
Plantation|Ct|0|0|Emblem|Arroyo Seco JH|Saugus HS
Platina|Dr|23500|23536|Valencia Valley|Placerita JH|Hart HS
Platinum|Ct|0|0|West Creek|Rio Norte JH|Valencia HS
Platt|Ct|14300|14349|Sulphur Springs|Sierra Vista JH|Canyon HS
Playa Hermosa||0|0|Northlake Hills|Castaic MS|Castaic HS
Playa Serena|Dr|25333|25395|Oak Hills|Rancho Pico JH|West Ranch HS
Player|Dr|25700|25799|Meadows|Placerita JH|Hart HS
Plaza Chiva||25500|25519|Old Orchard|Placerita JH|Hart HS
Plaza De Oro||0|0|West Creek|Rio Norte JH|Valencia HS
Plaza Escovar||25400|25499|Old Orchard|Placerita JH|Hart HS
Plaza Gavilan||23900|23935|Old Orchard|Placerita JH|Hart HS
Plaza Larios||25000|25021|Old Orchard|Placerita JH|Hart HS
Plaza Luneta||24057|24066|Old Orchard|Placerita JH|Hart HS
Pleasantdale|St|19000|19245|Canyon Springs|Sierra Vista JH|Canyon HS
Pleasantdale|St|19300|19645|Cedarcreek|Sierra Vista JH|Canyon HS
Plum Cyn|Rd|20000|20699|Plum Cyn|Arroyo Seco JH|Saugus HS
Plum Cyn|Rd|20750|20871|Rosedell|Arroyo Seco JH|Saugus HS
Plum Cyn Fire|Rd|0|0|Plum Cyn|Arroyo Seco JH|Saugus HS
Plumwood|Av|27200|27442|Canyon Springs|Sierra Vista JH|Canyon HS
Plymouth|Rd|29300|29451|Live Oak|Castaic MS|Castaic HS
Pocahantas|Av|29200|30199|Live Oak|Castaic MS|Castaic HS
Podd|Ct|26914|26920|Rio Vista|La Mesa JH|Golden Valley HS
Poe|Pkwy|0|0|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Poe|Pkwy|0|0|Pico Cyn|Rancho Pico JH|West Ranch HS
Point Arena|Ct|19100|19116|Golden Oak|La Mesa JH|Golden Valley HS
Polson|Ln|30300|30349|Castaic Elem|Castaic MS|Castaic HS
Pomita|Pl|23400|23431|Valencia Valley|Placerita JH|Hart HS
Ponderosa|St|28600|28761|Castaic Elem|Castaic MS|Castaic HS
Ponte Corvo|Rd|14253|14253|Mint Cyn|La Mesa JH|Golden Valley HS
Pope|Pl|25900|25951|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Poplar|St|22400|22551|Mountain View|Rio Norte JH|Valencia HS
Poplar Glen|Cr|23104|23142|Santa Clarita|Arroyo Seco JH|Saugus HS
Poplar Point|Ln|17501|17566|Fair Oaks|La Mesa JH|Golden Valley HS
Poppy Meadow|St|15100|29752|Pinetree|Sierra Vista JH|Canyon HS
Poppyseed|Ln|15400|15675|Pinetree|Sierra Vista JH|Canyon HS
Portana|Ln|0|0|Rio Norte JH|Valencia HS|Portland
Ln||23307|23316|Bridgeport|Rio Norte JH|Valencia HS
Posada|Dr|22914|23151|Santa Clarita|Arroyo Seco JH|Saugus HS
Poseidon|Ln|27505|27507|Leona Cox|Sierra Vista JH|Canyon HS
Potrero|Rd|0|0|Entrada|Rancho Pico JH|West Ranch HS
Potrero Cyn|Rd|0|0|Oak Hills|Rancho Pico JH|West Ranch HS
Potrero Cyn|Rd|0|0|Pico Cyn|Rancho Pico JH|West Ranch HS
Potrero Cyn|Rd|0|0|Live Oak|Castaic MS|Castaic HS
Potreto|Rd|0|0|Oak Hills|Rancho Pico JH|West Ranch HS
Potter|Pl|26000|26070|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Powell|Dr|23700|23949|Peachland|Placerita JH|Hart HS
Powell|Dr|23950|24175|Wiley Cyn|Rancho Pico JH|West Ranch HS
Power Line|Rd|0|0|Live Oak|Castaic MS|Castaic HS
Prairie|Ln|28800|28953|Pinetree|Sierra Vista JH|Canyon HS
Presidio||24801|24811|Bridgeport|Rancho Pico JH|West Ranch HS
Preston|Wy|23300|23383|Helmers|Rio Norte JH|Valencia HS
Primavera||29300|29398|Emblem|Rio Norte JH|Valencia HS
Primrose|Dr|30031|30099|Plum Cyn|Arroyo Seco JH|Saugus HS
Primrose|Ln|27600|27640|Castaic Elem|Castaic MS|Castaic HS
Private|Dr|25682|25696|Oak Hills|Rancho Pico JH|West Ranch HS
Promontory|Ln|28033|28097|Bridgeport|Rio Norte JH|Valencia HS
Providence|Ct|0|0|Emblem|Arroyo Seco JH|Saugus HS
Pueblo|Dr|25894|25997|Valencia Valley|Placerita JH|Hart HS
Puffin|Pl|26425|26474|Golden Oak|La Mesa JH|Golden Valley HS
Purple Martin|Ct|26600|26699|Rio Vista|La Mesa JH|Golden Valley HS
Pyramid Peak|Dr|25400|25434|Newhall|Placerita JH|Hart HS
Quail|Trl|30100|30566|Northpark|Rio Norte JH|Valencia HS
Quail Creek|Ct|25400|25411|Newhall|Placerita JH|Hart HS
Quail Haven|Trl|23700|23700|Northpark|Rio Norte JH|Valencia HS
Quail Oaks|Dr|0|0|Live Oak|Castaic MS|Castaic HS
Quail Valley|Rd|31200|31355|Northlake Hills|Castaic MS|Castaic HS
Quartz|Ln|31900|32099|Northlake Hills|Castaic MS|Castaic HS
Quartz Mesa|Ln|26128|26183|Oak Hills|Rancho Pico JH|West Ranch HS
Quezada|Wy|14800|14899|Pinetree|Sierra Vista JH|Canyon HS
Quigley|Rd|21200|21499|Newhall|Placerita JH|Hart HS
Quigley Cyn|Rd|24600|24949|Newhall|Placerita JH|Hart HS
Quilla|Rd|25750|25851|Meadows|Placerita JH|Hart HS
Quincy|St|27600|29330|Live Oak|Castaic MS|Castaic HS
Quinn|Pl|21500|21560|Rosedell|Arroyo Seco JH|Saugus HS
Race|St|23900|24137|Old Orchard|Placerita JH|Hart HS
Race|St|24138|24299|Peachland|Placerita JH|Hart HS
Racquet Club|Ct|18240|18289|Leona Cox|Sierra Vista JH|Canyon HS
Radbrook|Pl|25500|25525|Meadows|Placerita JH|Hart HS
Radclay|St|16500|16851|Sulphur Springs|Sierra Vista JH|Canyon HS
Radfall|Ct|27800|27851|Plum Cyn|Arroyo Seco JH|Saugus HS
Ragosa|Ct|26490|26590|Valley View|La Mesa JH|Golden Valley HS
Railroad|Av|24100|25899|Newhall|Placerita JH|Hart HS
Railroad|Av|25000|25199|Wiley Cyn|Placerita JH|Hart HS
Railroad Motor|Wy|0|0|Peachland|Placerita JH|Hart HS
Rainbow|Dr|29000|30099|Live Oak|Castaic MS|Castaic HS
Rainbow Glen|Dr|19964|26354|Valley View|La Mesa JH|Golden Valley HS
Rainbow Glen|Dr|26351|26961|Rio Vista|La Mesa JH|Golden Valley HS
Raindance|Pl|27441|27563|Highlands|Arroyo Seco JH|Saugus HS
Rainier|Rd|27700|28017|Castaic Elem|Castaic MS|Castaic HS
Raintree|Ln|22800|29109|Mountain View|Rio Norte JH|Valencia HS
Raleigh|Ln|25800|25819|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Ramada|Dr|25600|25658|Valencia Valley|Placerita JH|Hart HS
Ramillo|Wy|25850|25898|Meadows|Placerita JH|Hart HS
Ramli|Dr|14653|14722|Sulphur Springs|Sierra Vista JH|Canyon HS
Rana|Dr|25751|25851|Meadows|Placerita JH|Hart HS
Rancho|Ct|23900|23951|Tesoro Del Valle|Rio Norte JH|Valencia HS
Rancho Adobe|Rd|25600|25766|Valencia Valley|Placerita JH|Hart HS
Rancho Tesoro|Dr|0|0|Tesoro Del Valle|Rio Norte JH|Valencia HS
Rangewood|Rd|29100|29230|Live Oak|Castaic MS|Castaic HS
Ranier|St|0|0|Leona Cox|Sierra Vista JH|Canyon HS
Ranier|St|19200|19369|Cedarcreek|Sierra Vista JH|Canyon HS
Ranney House|Ct|23900|23999|Valencia Valley|Placerita JH|Hart HS
Raquel|Ln|14800|14951|Pinetree|Sierra Vista JH|Canyon HS
Raven Glen|Rd|16200|16344|Sulphur Springs|Sierra Vista JH|Canyon HS
Ravenhill|Rd|26100|26599|Sulphur Springs|Sierra Vista JH|Canyon HS
Rawlings|Cr|0|0|Pico Cyn|Rancho Pico JH|West Ranch HS
Ray|Ct|28500|28510|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Reade|Pl|26200|26253|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Real|Ct|23600|23660|Valencia Valley|Placerita JH|Hart HS
Red Bud|Pl|27300|27431|Valley View|La Mesa JH|Golden Valley HS
Red Cedar|Pl|28501|28623|Mountain View|Rio Norte JH|Valencia HS
Red Cedar|Wy|27107|27130|Fair Oaks|La Mesa JH|Golden Valley HS
Red Maple|Ct|0|0|Fair Oaks|La Mesa JH|Golden Valley HS
Red Oak|Ct|23700|23721|Mc Grath|La Mesa JH|Golden Valley HS
Red Oak|Ct|32900|32929|Northlake Hills|Castaic MS|Castaic HS
Red Pine|Ct|27900|27999|Northpark|Rio Norte JH|Valencia HS
Red Pine|Wy|22900|22941|Mountain View|Rio Norte JH|Valencia HS
Red Rock|Ct|28700|28720|Castaic Elem|Castaic MS|Castaic HS
Redbluff|Ct|22800|22805|Newhall|Placerita JH|Hart HS
Redbud Ridge|Cr|23202|23255|Santa Clarita|Arroyo Seco JH|Saugus HS
Redhawk|Pl|26058|26073|Rio Vista|La Mesa JH|Golden Valley HS
Redstart|Ct|19900|26649|Rio Vista|La Mesa JH|Golden Valley HS
